id,durata_ticket,level,modello_macchina,durata,tipo_problema
8882,47,2,NIDEK LEX-520,38,elettronico
8883,52,1,NIDEK ICE-910,0,logoramento
8884,60,2,NIDEK NT-400,62,logoramento
8885,67,1,NIDEK ME-770,0,software
8886,70,1,NIDEK SC-910,0,rottura
8887,55,2,NIDEK LEX-910,69,rottura
8888,97,1,NIDEK SL-770,0,elettronico
8889,77,1,NIDEK SL-750,0,logoramento
8890,100,2,NIDEK LT-3000,24,difetto di fabbrica
8891,64,1,NIDEK LFU-750,0,rottura
8892,35,2,NIDEK LEX-800,51,difetto di fabbrica
8893,74,1,NIDEK LE-320,0,software
8894,61,2,NIDEK LT-1050,42,logoramento
8895,46,1,NIDEK ICE-750,0,elettronico
8896,78,1,NIDEK LFU-800,0,logoramento
8897,93,1,NIDEK NT-2500,0,software
8898,43,1,NIDEK ICE-120,0,logoramento
8899,144,1,NIDEK OPD-800,0,rottura
8900,63,1,NIDEK TS-520,0,rottura
8901,100,2,NIDEK TS-770,51,elettronico
8902,87,2,NIDEK PM-910,27,elettronico
8903,110,1,NIDEK LE-800,0,elettronico
8904,81,1,NIDEK PM-5500,0,elettronico
8905,76,1,NIDEK SE-520,0,software
8906,62,1,NIDEK LEX-920,0,difetto di fabbrica
8907,87,2,NIDEK SE-910,36,difetto di fabbrica
8908,54,2,NIDEK SC-750,25,logoramento
8909,53,1,NIDEK SE-500,0,rottura
8910,98,2,NIDEK TS-5500,55,elettronico
8911,100,1,NIDEK LE-2000,0,difetto di fabbrica
8912,40,2,NIDEK LE-800,50,software
8913,44,2,NIDEK TS-120,25,software
8914,44,1,NIDEK LT-1050,0,elettronico
8915,66,1,NIDEK ICE-520,0,rottura
8916,79,1,NIDEK LFU-920,0,difetto di fabbrica
8917,69,1,NIDEK SC-5500,0,software
8918,69,1,NIDEK LEX-910,0,difetto di fabbrica
8919,82,2,NIDEK AR-320,71,elettronico
8920,48,2,NIDEK RT-2500,37,logoramento
8921,71,1,NIDEK LFU-520,0,elettronico
8922,72,2,NIDEK TS-500,31,elettronico
8923,54,1,NIDEK SL-1050,0,elettronico
8924,84,2,NIDEK SL-500,50,difetto di fabbrica
8925,90,1,NIDEK ICE-400,0,elettronico
8926,88,1,NIDEK AR-1050,0,rottura
8927,53,1,NIDEK LFU-800,0,elettronico
8928,113,2,NIDEK NT-3000,52,rottura
8929,68,1,NIDEK LEX-520,0,logoramento
8930,73,1,NIDEK PM-500,0,difetto di fabbrica
8931,59,1,NIDEK OPD-3000,0,logoramento
8932,99,1,NIDEK SE-750,0,logoramento
8933,66,2,NIDEK LE-5500,48,logoramento
8934,39,2,NIDEK LT-1050,45,logoramento
8935,122,1,NIDEK OPD-3000,0,software
8936,89,1,NIDEK SC-2000,0,difetto di fabbrica
8937,59,1,NIDEK NT-320,0,rottura
8938,103,1,NIDEK OPD-1050,0,elettronico
8939,68,2,NIDEK ICE-2000,28,rottura
8940,94,2,NIDEK LEX-1050,38,elettronico
8941,94,1,NIDEK ME-750,0,elettronico
8942,66,1,NIDEK OPD-770,0,difetto di fabbrica
8943,107,2,NIDEK SL-500,61,rottura
8944,109,1,NIDEK SE-800,0,rottura
8945,81,1,NIDEK OPD-2000,0,software
8946,121,2,NIDEK LEX-320,42,logoramento
8947,78,2,NIDEK LM-120,50,rottura
8948,82,1,NIDEK AR-500,0,logoramento
8949,123,2,NIDEK SC-120,35,logoramento
8950,97,2,NIDEK ME-3000,56,elettronico
8951,69,2,NIDEK TS-770,29,logoramento
8952,80,1,NIDEK SC-3000,0,software
8953,63,2,NIDEK SE-770,53,elettronico
8954,57,2,NIDEK AR-750,47,logoramento
8955,77,2,NIDEK LFU-920,50,logoramento
8956,97,1,NIDEK SL-120,0,logoramento
8957,39,2,NIDEK AR-800,36,elettronico
8958,46,2,NIDEK OPD-500,23,difetto di fabbrica
8959,66,2,NIDEK SC-920,33,difetto di fabbrica
8960,97,1,NIDEK LT-770,0,rottura
8961,93,2,NIDEK LM-750,45,software
8962,86,2,NIDEK SE-2500,35,software
8963,104,2,NIDEK RT-5500,55,software
8964,96,2,NIDEK SE-500,40,difetto di fabbrica
8965,83,2,NIDEK PM-800,51,elettronico
8966,82,1,NIDEK SC-320,0,logoramento
8967,43,1,NIDEK TS-1050,0,elettronico
8968,42,2,NIDEK PM-5500,38,logoramento
8969,97,1,NIDEK PM-3000,0,elettronico
8970,156,2,NIDEK SC-2000,43,difetto di fabbrica
8971,123,2,NIDEK NT-800,30,rottura
8972,39,1,NIDEK LT-520,0,software
8973,79,2,NIDEK SL-800,40,elettronico
8974,59,2,NIDEK NT-3000,54,logoramento
8975,91,2,NIDEK RT-750,26,difetto di fabbrica
8976,44,1,NIDEK RT-750,0,rottura
8977,60,1,NIDEK NT-1050,0,difetto di fabbrica
8978,63,1,NIDEK LE-2500,0,rottura
8979,109,2,NIDEK SC-910,30,difetto di fabbrica
8980,78,2,NIDEK OPD-1050,42,elettronico
8981,49,2,NIDEK ME-910,33,rottura
8982,98,2,NIDEK TS-120,41,rottura
8983,69,2,NIDEK SC-770,49,logoramento
8984,66,1,NIDEK AR-2000,0,software
8985,87,2,NIDEK TS-120,32,difetto di fabbrica
8986,64,1,NIDEK LM-1050,0,elettronico
8987,102,2,NIDEK SL-770,67,software
8988,88,1,NIDEK LM-800,0,difetto di fabbrica
8989,67,1,NIDEK TS-800,0,difetto di fabbrica
8990,68,2,NIDEK SE-920,25,elettronico
8991,121,1,NIDEK SC-120,0,software
8992,118,2,NIDEK LE-120,25,rottura
8993,90,2,NIDEK NT-320,37,rottura
8994,60,1,NIDEK PM-520,0,elettronico
8995,81,1,NIDEK LFU-910,0,difetto di fabbrica
8996,99,2,NIDEK LFU-2000,47,elettronico
8997,91,1,NIDEK LEX-3000,0,software
8998,84,1,NIDEK SL-920,0,elettronico
8999,68,1,NIDEK ICE-400,0,elettronico
9000,75,2,NIDEK OPD-3000,33,elettronico
9001,92,1,NIDEK SL-750,0,software
9002,59,2,NIDEK PM-5500,45,software
9003,93,1,NIDEK ME-500,0,software
9004,109,1,NIDEK SE-910,0,software
9005,90,2,NIDEK SC-500,16,elettronico
9006,13,2,NIDEK AR-920,43,rottura
9007,26,1,NIDEK LFU-1050,0,rottura
9008,66,2,NIDEK SL-1050,56,difetto di fabbrica
9009,105,1,NIDEK SE-400,0,difetto di fabbrica
9010,63,2,NIDEK ME-800,16,software
9011,68,2,NIDEK OPD-750,52,difetto di fabbrica
9012,99,1,NIDEK SE-5500,0,rottura
9013,65,1,NIDEK LT-520,0,software
9014,93,2,NIDEK SC-320,45,difetto di fabbrica
9015,41,2,NIDEK LT-500,51,software
9016,44,2,NIDEK OPD-800,49,elettronico
9017,44,2,NIDEK ICE-750,33,software
9018,75,2,NIDEK OPD-750,37,difetto di fabbrica
9019,54,2,NIDEK LT-800,42,software
9020,65,2,NIDEK ICE-3000,34,rottura
9021,34,1,NIDEK AR-770,0,logoramento
9022,120,2,NIDEK LFU-520,37,elettronico
9023,78,1,NIDEK ICE-400,0,difetto di fabbrica
9024,65,2,NIDEK SL-910,49,software
9025,88,2,NIDEK LM-1050,41,difetto di fabbrica
9026,25,2,NIDEK ME-1050,56,difetto di fabbrica
9027,53,1,NIDEK ME-770,0,difetto di fabbrica
9028,85,2,NIDEK SE-770,46,difetto di fabbrica
9029,103,2,NIDEK SE-5500,29,software
9030,70,1,NIDEK LT-1050,0,rottura
9031,106,1,NIDEK LFU-400,0,elettronico
9032,84,2,NIDEK AR-920,46,rottura
9033,79,2,NIDEK LT-920,28,rottura
9034,73,2,NIDEK SC-800,27,software
9035,53,2,NIDEK SE-1050,39,software
9036,73,1,NIDEK PM-320,0,software
9037,37,2,NIDEK TS-3000,25,difetto di fabbrica
9038,63,2,NIDEK LE-770,33,elettronico
9039,35,1,NIDEK SE-2000,0,difetto di fabbrica
9040,66,1,NIDEK LM-500,0,software
9041,36,1,NIDEK PM-800,0,elettronico
9042,33,1,NIDEK OPD-1050,0,software
9043,79,2,NIDEK NT-400,48,difetto di fabbrica
9044,74,1,NIDEK PM-400,0,software
9045,87,1,NIDEK SC-920,0,elettronico
9046,69,1,NIDEK ME-750,0,software
9047,90,2,NIDEK LT-3000,50,elettronico
9048,59,1,NIDEK LEX-5500,0,difetto di fabbrica
9049,116,1,NIDEK LFU-500,0,logoramento
9050,52,2,NIDEK SL-770,45,rottura
9051,56,2,NIDEK PM-500,45,rottura
9052,67,1,NIDEK OPD-520,0,difetto di fabbrica
9053,118,1,NIDEK LFU-920,0,software
9054,133,1,NIDEK OPD-320,0,software
9055,74,2,NIDEK SL-5500,54,software
9056,57,1,NIDEK OPD-1050,0,software
9057,103,1,NIDEK AR-750,0,elettronico
9058,79,2,NIDEK ICE-320,30,software
9059,76,2,NIDEK SL-520,67,difetto di fabbrica
9060,65,1,NIDEK NT-5500,0,logoramento
9061,74,1,NIDEK LE-770,0,difetto di fabbrica
9062,64,2,NIDEK LE-320,61,elettronico
9063,71,1,NIDEK PM-5500,0,software
9064,63,1,NIDEK SL-2000,0,difetto di fabbrica
9065,96,2,NIDEK SE-120,37,elettronico
9066,65,2,NIDEK LEX-1050,33,elettronico
9067,106,1,NIDEK LE-2500,0,difetto di fabbrica
9068,122,1,NIDEK TS-1050,0,rottura
9069,99,2,NIDEK LM-320,50,elettronico
9070,58,2,NIDEK RT-770,33,logoramento
9071,117,2,NIDEK ME-3000,65,rottura
9072,64,1,NIDEK RT-750,0,rottura
9073,51,1,NIDEK SE-120,0,rottura
9074,96,2,NIDEK LE-1050,43,elettronico
9075,58,1,NIDEK SC-120,0,rottura
9076,88,1,NIDEK NT-400,0,logoramento
9077,78,2,NIDEK SE-5500,38,logoramento
9078,70,1,NIDEK SL-400,0,elettronico
9079,85,1,NIDEK SL-1050,0,software
9080,56,1,NIDEK SL-1050,0,software
9081,94,2,NIDEK SL-500,57,elettronico
9082,110,2,NIDEK PM-2500,62,logoramento
9083,67,1,NIDEK SC-400,0,difetto di fabbrica
9084,90,1,NIDEK LM-2500,0,rottura
9085,121,2,NIDEK LT-1050,31,logoramento
9086,63,2,NIDEK AR-500,50,difetto di fabbrica
9087,83,2,NIDEK AR-120,31,rottura
9088,15,2,NIDEK OPD-910,15,software
9089,116,2,NIDEK NT-770,72,software
9090,115,2,NIDEK OPD-920,60,difetto di fabbrica
9091,34,2,NIDEK LE-1050,43,software
9092,94,2,NIDEK NT-400,23,difetto di fabbrica
9093,69,1,NIDEK PM-400,0,software
9094,61,1,NIDEK ICE-320,0,difetto di fabbrica
9095,26,1,NIDEK ME-920,0,difetto di fabbrica
9096,64,2,NIDEK LE-3000,47,difetto di fabbrica
9097,75,1,NIDEK TS-1050,0,difetto di fabbrica
9098,76,2,NIDEK LEX-400,31,software
9099,60,1,NIDEK RT-5500,0,rottura
9100,33,2,NIDEK ICE-800,19,difetto di fabbrica
9101,55,2,NIDEK SC-2500,13,software
9102,87,1,NIDEK SL-920,0,elettronico
9103,65,2,NIDEK LFU-770,43,software
9104,82,2,NIDEK OPD-120,60,elettronico
9105,63,2,NIDEK LT-5500,62,difetto di fabbrica
9106,85,2,NIDEK ME-1050,60,elettronico
9107,80,1,NIDEK AR-520,0,elettronico
9108,38,2,NIDEK SE-910,49,software
9109,72,1,NIDEK LM-800,0,rottura
9110,120,2,NIDEK LFU-770,49,software
9111,86,2,NIDEK RT-2500,30,difetto di fabbrica
9112,77,1,NIDEK ME-1050,0,difetto di fabbrica
9113,65,1,NIDEK ME-910,0,rottura
9114,63,2,NIDEK SE-520,79,elettronico
9115,67,1,NIDEK RT-910,0,difetto di fabbrica
9116,94,2,NIDEK LM-520,49,rottura
9117,50,2,NIDEK LM-1050,49,elettronico
9118,94,2,NIDEK LE-910,17,rottura
9119,73,1,NIDEK SL-800,0,rottura
9120,108,1,NIDEK SC-910,0,logoramento
9121,86,2,NIDEK SC-520,34,software
9122,63,1,NIDEK ICE-2500,0,software
9123,91,2,NIDEK LFU-5500,35,software
9124,69,2,NIDEK SE-770,38,rottura
9125,75,1,NIDEK SL-1050,0,rottura
9126,117,1,NIDEK LM-5500,0,rottura
9127,54,1,NIDEK TS-3000,0,logoramento
9128,44,2,NIDEK RT-2000,45,difetto di fabbrica
9129,44,2,NIDEK AR-500,57,elettronico
9130,95,2,NIDEK NT-5500,41,logoramento
9131,54,1,NIDEK ICE-910,0,software
9132,72,2,NIDEK LEX-120,22,logoramento
9133,68,1,NIDEK ME-2500,0,logoramento
9134,27,1,NIDEK LT-2000,0,elettronico
9135,95,2,NIDEK PM-3000,48,logoramento
9136,130,2,NIDEK OPD-5500,35,difetto di fabbrica
9137,101,2,NIDEK ME-750,17,difetto di fabbrica
9138,115,1,NIDEK TS-800,0,logoramento
9139,60,2,NIDEK PM-2000,37,difetto di fabbrica
9140,96,1,NIDEK SC-910,0,logoramento
9141,84,2,NIDEK LFU-920,33,rottura
9142,101,2,NIDEK LEX-910,36,logoramento
9143,45,2,NIDEK ICE-800,31,logoramento
9144,68,1,NIDEK SL-2000,0,elettronico
9145,113,1,NIDEK SL-2500,0,elettronico
9146,88,2,NIDEK LE-800,55,rottura
9147,87,2,NIDEK ME-750,66,rottura
9148,81,2,NIDEK LE-920,45,rottura
9149,84,2,NIDEK ICE-3000,43,difetto di fabbrica
9150,77,2,NIDEK ME-500,69,elettronico
9151,99,2,NIDEK LM-500,26,rottura
9152,66,2,NIDEK SC-2500,41,elettronico
9153,40,1,NIDEK TS-1050,0,difetto di fabbrica
9154,104,2,NIDEK SL-920,56,software
9155,76,2,NIDEK RT-910,25,elettronico
9156,96,2,NIDEK LT-910,11,difetto di fabbrica
9157,99,2,NIDEK AR-2500,38,difetto di fabbrica
9158,56,2,NIDEK LFU-500,2,elettronico
9159,84,2,NIDEK LM-910,58,rottura
9160,63,1,NIDEK TS-320,0,difetto di fabbrica
9161,51,1,NIDEK LEX-120,0,elettronico
9162,74,1,NIDEK NT-320,0,software
9163,121,2,NIDEK LFU-2000,53,software
9164,75,1,NIDEK PM-750,0,logoramento
9165,122,2,NIDEK LFU-5500,51,elettronico
9166,21,2,NIDEK RT-2500,61,elettronico
9167,106,2,NIDEK OPD-5500,32,elettronico
9168,60,2,NIDEK PM-1050,53,logoramento
9169,83,1,NIDEK AR-750,0,software
9170,77,2,NIDEK LFU-520,44,logoramento
9171,85,2,NIDEK LEX-400,17,elettronico
9172,92,2,NIDEK NT-3000,37,rottura
9173,85,1,NIDEK ICE-910,0,rottura
9174,74,2,NIDEK SC-1050,10,elettronico
9175,65,1,NIDEK SE-520,0,elettronico
9176,56,2,NIDEK LEX-800,65,difetto di fabbrica
9177,84,1,NIDEK ME-2500,0,rottura
9178,92,1,NIDEK LEX-920,0,elettronico
9179,104,1,NIDEK AR-2000,0,difetto di fabbrica
9180,54,2,NIDEK RT-910,64,rottura
9181,59,2,NIDEK SC-2500,42,software
9182,103,1,NIDEK ME-400,0,elettronico
9183,76,1,NIDEK PM-1050,0,rottura
9184,28,2,NIDEK LFU-770,40,software
9185,55,1,NIDEK ME-120,0,logoramento
9186,81,1,NIDEK PM-320,0,elettronico
9187,90,1,NIDEK NT-320,0,difetto di fabbrica
9188,78,1,NIDEK SC-400,0,difetto di fabbrica
9189,74,2,NIDEK SC-1050,51,difetto di fabbrica
9190,99,1,NIDEK RT-750,0,difetto di fabbrica
9191,74,2,NIDEK ME-320,23,software
9192,82,1,NIDEK LT-3000,0,logoramento
9193,101,1,NIDEK LM-2500,0,elettronico
9194,122,2,NIDEK LEX-1050,12,rottura
9195,67,2,NIDEK SC-1050,24,difetto di fabbrica
9196,55,1,NIDEK SC-770,0,elettronico
9197,84,2,NIDEK RT-2000,55,software
9198,85,2,NIDEK LFU-120,38,logoramento
9199,62,2,NIDEK SE-400,34,rottura
9200,92,2,NIDEK SL-3000,19,software
9201,49,2,NIDEK LE-500,45,software
9202,70,2,NIDEK LT-520,43,software
9203,113,2,NIDEK SC-920,55,elettronico
9204,58,2,NIDEK LM-1050,44,logoramento
9205,86,1,NIDEK LFU-400,0,rottura
9206,126,2,NIDEK SL-2500,32,rottura
9207,95,1,NIDEK LE-1050,0,difetto di fabbrica
9208,119,2,NIDEK LT-320,24,logoramento
9209,49,1,NIDEK LE-920,0,software
9210,125,2,NIDEK ME-5500,49,rottura
9211,40,1,NIDEK LFU-5500,0,rottura
9212,72,1,NIDEK LEX-800,0,software
9213,93,1,NIDEK LM-910,0,elettronico
9214,90,2,NIDEK LM-500,49,elettronico
9215,74,2,NIDEK LEX-500,48,difetto di fabbrica
9216,70,2,NIDEK ICE-320,56,software
9217,37,1,NIDEK LT-400,0,software
9218,119,1,NIDEK LT-400,0,software
9219,103,1,NIDEK LT-500,0,difetto di fabbrica
9220,67,1,NIDEK TS-1050,0,rottura
9221,100,2,NIDEK LEX-1050,28,rottura
9222,90,2,NIDEK LM-5500,46,elettronico
9223,77,1,NIDEK PM-800,0,difetto di fabbrica
9224,101,2,NIDEK LFU-5500,27,difetto di fabbrica
9225,92,1,NIDEK ICE-1050,0,rottura
9226,87,1,NIDEK TS-2500,0,difetto di fabbrica
9227,125,1,NIDEK OPD-920,0,elettronico
9228,66,2,NIDEK AR-320,34,elettronico
9229,100,1,NIDEK SE-800,0,software
9230,87,1,NIDEK RT-750,0,rottura
9231,84,2,NIDEK TS-520,14,elettronico
9232,102,1,NIDEK LFU-1050,0,logoramento
9233,37,1,NIDEK SL-500,0,elettronico
9234,91,1,NIDEK TS-400,0,logoramento
9235,105,2,NIDEK OPD-520,37,logoramento
9236,50,2,NIDEK LM-770,27,elettronico
9237,54,2,NIDEK RT-5500,41,difetto di fabbrica
9238,80,1,NIDEK AR-750,0,elettronico
9239,109,1,NIDEK NT-750,0,elettronico
9240,94,2,NIDEK LM-520,63,rottura
9241,111,1,NIDEK TS-910,0,software
9242,69,2,NIDEK PM-770,31,difetto di fabbrica
9243,46,2,NIDEK LEX-1050,48,rottura
9244,99,1,NIDEK LEX-770,0,software
9245,55,1,NIDEK LM-2000,0,elettronico
9246,67,2,NIDEK PM-2000,49,elettronico
9247,21,1,NIDEK LEX-5500,0,elettronico
9248,94,2,NIDEK LE-1050,42,software
9249,128,1,NIDEK LEX-5500,0,logoramento
9250,69,2,NIDEK ME-520,64,rottura
9251,101,2,NIDEK SC-770,45,software
9252,132,1,NIDEK LEX-320,0,logoramento
9253,117,1,NIDEK SC-2500,0,software
9254,102,1,NIDEK AR-2500,0,rottura
9255,100,2,NIDEK PM-500,48,difetto di fabbrica
9256,75,2,NIDEK NT-5500,41,software
9257,41,1,NIDEK LEX-770,0,rottura
9258,89,2,NIDEK LFU-750,3,logoramento
9259,43,1,NIDEK LEX-500,0,logoramento
9260,57,1,NIDEK ME-120,0,logoramento
9261,95,1,NIDEK ICE-920,0,difetto di fabbrica
9262,36,1,NIDEK SC-2000,0,logoramento
9263,75,1,NIDEK NT-3000,0,rottura
9264,79,2,NIDEK OPD-920,33,difetto di fabbrica
9265,93,1,NIDEK LFU-910,0,software
9266,49,1,NIDEK SL-120,0,software
9267,79,2,NIDEK RT-400,70,difetto di fabbrica
9268,69,2,NIDEK ME-1050,28,elettronico
9269,79,1,NIDEK ICE-500,0,difetto di fabbrica
9270,68,2,NIDEK OPD-770,43,elettronico
9271,70,1,NIDEK NT-320,0,difetto di fabbrica
9272,141,1,NIDEK LEX-3000,0,software
9273,107,1,NIDEK NT-920,0,rottura
9274,90,1,NIDEK TS-750,0,difetto di fabbrica
9275,39,2,NIDEK ME-5500,59,elettronico
9276,109,2,NIDEK OPD-750,49,software
9277,58,2,NIDEK LFU-120,40,rottura
9278,90,2,NIDEK AR-800,60,difetto di fabbrica
9279,97,1,NIDEK ME-520,0,rottura
9280,80,2,NIDEK LFU-520,29,elettronico
9281,43,2,NIDEK SL-400,17,difetto di fabbrica
9282,62,1,NIDEK LFU-770,0,logoramento
9283,63,1,NIDEK LE-920,0,elettronico
9284,45,2,NIDEK SE-910,26,software
9285,113,2,NIDEK LT-320,45,elettronico
9286,55,2,NIDEK OPD-2000,39,difetto di fabbrica
9287,87,1,NIDEK LT-5500,0,rottura
9288,109,2,NIDEK LE-520,34,software
9289,78,2,NIDEK AR-910,32,difetto di fabbrica
9290,85,2,NIDEK PM-1050,30,logoramento
9291,76,2,NIDEK NT-3000,48,rottura
9292,49,2,NIDEK SE-3000,54,elettronico
9293,67,1,NIDEK SE-400,0,rottura
9294,58,2,NIDEK LT-800,44,software
9295,51,2,NIDEK SC-920,60,software
9296,105,1,NIDEK LEX-800,0,difetto di fabbrica
9297,59,2,NIDEK OPD-800,23,rottura
9298,44,1,NIDEK LM-1050,0,software
9299,72,2,NIDEK SL-910,44,elettronico
9300,85,1,NIDEK PM-1050,0,rottura
9301,86,2,NIDEK OPD-1050,44,elettronico
9302,60,1,NIDEK ME-750,0,difetto di fabbrica
9303,61,2,NIDEK LEX-5500,59,elettronico
9304,64,2,NIDEK ME-2500,51,difetto di fabbrica
9305,36,1,NIDEK LEX-1050,0,difetto di fabbrica
9306,83,2,NIDEK ME-120,25,logoramento
9307,100,1,NIDEK ME-120,0,software
9308,72,1,NIDEK NT-770,0,difetto di fabbrica
9309,67,1,NIDEK NT-400,0,logoramento
9310,102,1,NIDEK RT-1050,0,difetto di fabbrica
9311,80,2,NIDEK ICE-520,33,software
9312,104,2,NIDEK SC-920,53,logoramento
9313,85,2,NIDEK LM-910,44,difetto di fabbrica
9314,42,2,NIDEK TS-750,53,elettronico
9315,60,1,NIDEK SE-120,0,logoramento
9316,101,1,NIDEK NT-5500,0,logoramento
9317,67,2,NIDEK LFU-3000,20,software
9318,89,2,NIDEK LE-910,58,elettronico
9319,71,2,NIDEK ME-400,51,software
9320,59,2,NIDEK SC-3000,30,difetto di fabbrica
9321,46,1,NIDEK PM-320,0,software
9322,89,2,NIDEK PM-1050,9,rottura
9323,66,2,NIDEK ICE-3000,54,software
9324,58,1,NIDEK OPD-320,0,software
9325,73,2,NIDEK LFU-400,13,rottura
9326,49,2,NIDEK SE-320,41,software
9327,136,1,NIDEK LM-750,0,difetto di fabbrica
9328,55,1,NIDEK LEX-920,0,elettronico
9329,93,1,NIDEK LM-320,0,rottura
9330,60,1,NIDEK LEX-920,0,software
9331,97,1,NIDEK SE-520,0,logoramento
9332,97,2,NIDEK ME-120,56,logoramento
9333,52,1,NIDEK OPD-500,0,difetto di fabbrica
9334,105,2,NIDEK AR-770,59,logoramento
9335,102,2,NIDEK LM-400,47,logoramento
9336,106,1,NIDEK SC-400,0,rottura
9337,34,2,NIDEK SC-920,52,rottura
9338,63,2,NIDEK NT-1050,61,rottura
9339,75,1,NIDEK LT-910,0,elettronico
9340,86,2,NIDEK ME-2000,47,elettronico
9341,131,1,NIDEK LT-750,0,difetto di fabbrica
9342,68,2,NIDEK NT-920,54,software
9343,28,1,NIDEK SC-500,0,rottura
9344,97,2,NIDEK LM-320,38,difetto di fabbrica
9345,99,2,NIDEK TS-5500,34,software
9346,42,1,NIDEK AR-3000,0,difetto di fabbrica
9347,72,1,NIDEK LE-500,0,difetto di fabbrica
9348,93,1,NIDEK SE-520,0,rottura
9349,66,2,NIDEK LFU-400,60,logoramento
9350,71,2,NIDEK ME-520,25,software
9351,86,1,NIDEK SE-800,0,rottura
9352,81,2,NIDEK PM-750,23,software
9353,98,2,NIDEK LT-2500,52,software
9354,48,2,NIDEK LFU-3000,52,rottura
9355,37,1,NIDEK SE-1050,0,rottura
9356,94,1,NIDEK NT-2000,0,rottura
9357,55,1,NIDEK PM-2000,0,difetto di fabbrica
9358,93,1,NIDEK NT-750,0,logoramento
9359,81,2,NIDEK SE-770,31,logoramento
9360,64,2,NIDEK LM-800,45,software
9361,68,1,NIDEK LFU-5500,0,software
9362,125,1,NIDEK RT-520,0,elettronico
9363,112,2,NIDEK LT-1050,7,difetto di fabbrica
9364,77,2,NIDEK NT-910,42,rottura
9365,73,2,NIDEK LEX-5500,39,software
9366,107,2,NIDEK SE-2500,20,logoramento
9367,64,1,NIDEK SE-2000,0,logoramento
9368,58,2,NIDEK NT-320,50,elettronico
9369,82,1,NIDEK NT-520,0,logoramento
9370,26,2,NIDEK SC-2500,36,rottura
9371,79,2,NIDEK SL-770,27,difetto di fabbrica
9372,113,2,NIDEK AR-5500,55,software
9373,121,1,NIDEK SC-770,0,difetto di fabbrica
9374,70,2,NIDEK ICE-2000,40,elettronico
9375,65,1,NIDEK LEX-320,0,difetto di fabbrica
9376,69,2,NIDEK LE-800,44,difetto di fabbrica
9377,72,2,NIDEK LFU-500,22,software
9378,109,2,NIDEK OPD-920,43,difetto di fabbrica
9379,66,1,NIDEK AR-770,0,software
9380,47,2,NIDEK AR-750,30,rottura
9381,79,2,NIDEK LT-750,56,software
9382,83,2,NIDEK OPD-910,41,rottura
9383,114,2,NIDEK NT-5500,31,software
9384,62,1,NIDEK RT-320,0,rottura
9385,126,2,NIDEK LE-1050,20,logoramento
9386,86,2,NIDEK ME-770,26,rottura
9387,94,1,NIDEK LE-2500,0,difetto di fabbrica
9388,76,2,NIDEK LT-500,51,elettronico
9389,128,2,NIDEK NT-3000,12,elettronico
9390,68,2,NIDEK SE-5500,34,difetto di fabbrica
9391,111,1,NIDEK LT-2500,0,logoramento
9392,72,2,NIDEK PM-520,60,difetto di fabbrica
9393,124,2,NIDEK AR-120,38,logoramento
9394,106,2,NIDEK ME-910,41,logoramento
9395,86,1,NIDEK LT-120,0,difetto di fabbrica
9396,118,1,NIDEK OPD-500,0,logoramento
9397,80,2,NIDEK AR-3000,64,rottura
9398,81,1,NIDEK LT-800,0,logoramento
9399,45,2,NIDEK ICE-5500,53,logoramento
9400,69,2,NIDEK LT-770,72,difetto di fabbrica
9401,80,2,NIDEK NT-120,55,logoramento
9402,60,2,NIDEK TS-120,39,difetto di fabbrica
9403,69,2,NIDEK RT-920,74,rottura
9404,61,2,NIDEK ICE-750,24,difetto di fabbrica
9405,62,2,NIDEK TS-750,0,rottura
9406,54,2,NIDEK NT-1050,50,difetto di fabbrica
9407,108,1,NIDEK SE-770,0,elettronico
9408,57,2,NIDEK LEX-920,42,rottura
9409,67,2,NIDEK LFU-2000,52,logoramento
9410,70,1,NIDEK LE-2500,0,difetto di fabbrica
9411,78,2,NIDEK NT-770,45,logoramento
9412,106,1,NIDEK OPD-520,0,rottura
9413,83,2,NIDEK AR-2500,53,difetto di fabbrica
9414,66,1,NIDEK OPD-500,0,difetto di fabbrica
9415,54,1,NIDEK TS-400,0,rottura
9416,135,2,NIDEK SE-920,35,software
9417,112,2,NIDEK RT-5500,59,software
9418,71,2,NIDEK RT-2000,32,difetto di fabbrica
9419,79,2,NIDEK SL-120,31,difetto di fabbrica
9420,57,2,NIDEK LFU-920,62,rottura
9421,78,2,NIDEK LE-1050,41,elettronico
9422,57,2,NIDEK SL-3000,77,elettronico
9423,66,2,NIDEK LEX-800,31,rottura
9424,49,2,NIDEK LFU-2500,39,elettronico
9425,93,2,NIDEK LT-2000,37,elettronico
9426,84,2,NIDEK SC-920,42,logoramento
9427,66,1,NIDEK ICE-320,0,elettronico
9428,106,2,NIDEK LEX-5500,44,difetto di fabbrica
9429,29,1,NIDEK LM-520,0,logoramento
9430,100,2,NIDEK TS-500,39,software
9431,112,1,NIDEK LE-1050,0,difetto di fabbrica
9432,24,1,NIDEK LT-520,0,logoramento
9433,125,1,NIDEK PM-910,0,logoramento
9434,118,1,NIDEK OPD-5500,0,difetto di fabbrica
9435,46,1,NIDEK SE-5500,0,rottura
9436,98,2,NIDEK TS-120,41,rottura
9437,91,1,NIDEK SL-1050,0,elettronico
9438,32,2,NIDEK OPD-320,27,logoramento
9439,37,2,NIDEK LEX-400,36,elettronico
9440,102,2,NIDEK AR-1050,39,logoramento
9441,113,1,NIDEK LE-1050,0,logoramento
